H,O,A,C,seed,discovered_classes,compression_fraction,pair_tp,pair_fp,pair_fn,pair_tn,pair_precision,pair_recall,accepted_certificates,mapping_errors,max_scale_relative_error,max_offset_error_z,certificate_comparisons,certificate_runtime_s
12,8,7,4,2086,8,0.0,0.0,0.0,4.0,24.0,1.0,0.0,0,0,0.0,0.0,68208,0.023881577999986803
12,8,7,4,2087,8,0.0,0.0,0.0,4.0,24.0,1.0,0.0,0,0,0.0,0.0,68208,0.02379411499998696
12,8,7,4,2088,8,0.0,0.0,0.0,4.0,24.0,1.0,0.0,0,0,0.0,0.0,68208,0.023761553000042568
12,8,7,4,2089,6,0.25,2.0,0.0,2.0,24.0,1.0,0.5,2,0,0.0041648966672178656,0.00509058695460346,51156,0.018246594999993704
12,8,7,4,2090,7,0.125,1.0,0.0,3.0,24.0,1.0,0.25,1,0,0.003192793998331167,0.0004631499067943239,58464,0.020459123999955864
12,8,7,4,2091,8,0.0,0.0,0.0,4.0,24.0,1.0,0.0,0,0,0.0,0.0,68208,0.02369871600001261
12,8,7,4,2092,8,0.0,0.0,0.0,4.0,24.0,1.0,0.0,0,0,0.0,0.0,68208,0.023527918000013415
12,8,7,4,2093,7,0.125,1.0,0.0,3.0,24.0,1.0,0.25,1,0,0.002299073895318582,0.001752148552715378,56028,0.019083872999999585
12,8,7,4,2094,6,0.25,2.0,0.0,2.0,24.0,1.0,0.5,2,0,0.004511663270510224,0.0015368074848718246,51156,0.018757456000003003
12,8,7,4,2095,8,0.0,0.0,0.0,4.0,24.0,1.0,0.0,0,0,0.0,0.0,68208,0.02337297000002536
12,8,7,4,2096,8,0.0,0.0,0.0,4.0,24.0,1.0,0.0,0,0,0.0,0.0,68208,0.023514814999998634
12,8,7,4,2097,7,0.125,1.0,0.0,3.0,24.0,1.0,0.25,1,0,0.004838437224448322,0.004877017508879253,58464,0.02044074999997747
12,8,7,4,2098,7,0.125,1.0,0.0,3.0,24.0,1.0,0.25,1,0,0.0014763874870866722,0.00378155491980351,60900,0.021202028000004702
12,8,7,4,2099,7,0.125,1.0,0.0,3.0,24.0,1.0,0.25,1,0,0.006941055419318443,0.004950859703835748,60900,0.021164266999960546
16,12,8,4,2000,11,0.08333333333333337,1.0,0.0,11.0,54.0,1.0,0.08333333333333333,1,0,0.0038826118600192583,0.0030019502911305643,244992,0.05036531900003638
16,12,8,4,2001,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.0026850332894832185,0.0055038783375732,202752,0.04215994100002263
16,12,8,4,2002,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.012339458479093013,0.002204691204110004,160512,0.03294556400004467
16,12,8,4,2003,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.010389244738762793,0.001874536320263761,223872,0.0385970060000318
16,12,8,4,2004,7,0.41666666666666663,7.0,0.0,5.0,54.0,1.0,0.5833333333333334,5,0,0.011112533344225461,0.003462093128020043,147840,0.03140525600002775
16,12,8,4,2005,7,0.41666666666666663,7.0,0.0,5.0,54.0,1.0,0.5833333333333334,5,0,0.0033791393291336957,0.005081449094346972,156288,0.03348264400000289
16,12,8,4,2006,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.0053233915986821145,0.005427635860872792,168960,0.03523102899998776
16,12,8,4,2007,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.00796784904323844,0.004435401379162285,177408,0.03145398699996349
16,12,8,4,2008,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.04783702100002074
16,12,8,4,2009,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.042530581000050915
16,12,8,4,2010,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.006385719008640156,0.003686456704527438,168960,0.035073345999990124
16,12,8,4,2011,7,0.41666666666666663,7.0,0.0,5.0,54.0,1.0,0.5833333333333334,5,0,0.019572653961533182,0.00335535948193159,156288,0.03356546800000615
16,12,8,4,2012,6,0.5,9.0,0.0,3.0,54.0,1.0,0.75,6,0,0.009777559275400138,0.005134739738638823,139392,0.03037647100001095
16,12,8,4,2013,11,0.08333333333333337,1.0,0.0,11.0,54.0,1.0,0.08333333333333333,1,0,0.004941944022867961,0.002089049986505286,244992,0.042663738999976886
16,12,8,4,2014,7,0.41666666666666663,7.0,0.0,5.0,54.0,1.0,0.5833333333333334,5,0,0.00504479367499977,0.00446965863472173,156288,0.03367317799995817
16,12,8,4,2015,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.0032863565207461587,0.0029820959106778458,215424,0.04513390900001468
16,12,8,4,2016,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.006643045180947826,0.0032095844796949827,206976,0.04219916399995327
16,12,8,4,2017,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.014409902326663948,0.007733288532331126,177408,0.031592294000006405
16,12,8,4,2018,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.05729531299999735
16,12,8,4,2019,10,0.16666666666666663,2.0,0.0,10.0,54.0,1.0,0.16666666666666666,2,0,0.005221256592055301,0.0023276849139860206,232320,0.04935858499999313
16,12,8,4,2020,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.013426741030830414,0.0028645300021058325,185856,0.038514343000031204
16,12,8,4,2021,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.0032350388935306063,0.0009239101071836593,215424,0.04465590799998154
16,12,8,4,2022,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.018480323191816028,0.006350181706580445,198528,0.04188876599999958
16,12,8,4,2023,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.003437221881299468,0.0026425290494914632,177408,0.03741532599997299
16,12,8,4,2024,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.005262446249797659,0.0012261669184480321,168960,0.03548352900003238
16,12,8,4,2025,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.003693543700973745,0.001206592708964724,206976,0.042547552999963045
16,12,8,4,2026,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.0571834840000065
16,12,8,4,2027,8,0.33333333333333337,5.0,0.0,7.0,54.0,1.0,0.4166666666666667,4,0,0.01726483782717647,0.007075612521838939,168960,0.03523651899996594
16,12,8,4,2028,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.003895117102545531,0.0020251207979511874,206976,0.0418955089999713
16,12,8,4,2029,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.00477976123947621,0.002743628975373721,206976,0.04648976300001095
16,12,8,4,2030,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.05751334899997573
16,12,8,4,2031,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.005876130710784633,0.002540032962360091,177408,0.037566487999981746
16,12,8,4,2032,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.0049177818729029266,0.0011023996394696628,168960,0.035215640999979314
16,12,8,4,2033,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.00665375822179004,0.0035861699165497937,160512,0.028866429000004246
16,12,8,4,2034,11,0.08333333333333337,1.0,0.0,11.0,54.0,1.0,0.08333333333333333,1,0,0.01713046749555125,0.0026128248585436434,249216,0.05122003100001393
16,12,8,4,2035,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.023115013632040826,0.006034284102849471,181632,0.037332371999980296
16,12,8,4,2036,6,0.5,9.0,0.0,3.0,54.0,1.0,0.75,6,0,0.0072397534882353565,0.0020565938383179166,139392,0.030311939999990045
16,12,8,4,2037,11,0.08333333333333337,1.0,0.0,11.0,54.0,1.0,0.08333333333333333,1,0,4.257697140441774e-05,0.0019757256130940705,244992,0.05082115900000872
16,12,8,4,2038,6,0.5,9.0,0.0,3.0,54.0,1.0,0.75,6,0,0.008873259277517698,0.007256315078105195,139392,0.030567505999954392
16,12,8,4,2039,11,0.08333333333333337,1.0,0.0,11.0,54.0,1.0,0.08333333333333333,1,0,0.0011466129707361494,0.0022075154333310184,244992,0.04546752999999626
16,12,8,4,2040,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.013489718720926636,0.004828233146495973,185856,0.03788975999998456
16,12,8,4,2041,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.003675242313117666,0.003203892651080065,160512,0.03280672600004664
16,12,8,4,2042,11,0.08333333333333337,1.0,0.0,11.0,54.0,1.0,0.08333333333333333,1,0,0.00020213420830361706,0.005558330563911281,240768,0.049317298000005394
16,12,8,4,2043,6,0.5,9.0,0.0,3.0,54.0,1.0,0.75,6,0,0.007185950148537179,0.004797757472982413,139392,0.030468170999995436
16,12,8,4,2044,11,0.08333333333333337,1.0,0.0,11.0,54.0,1.0,0.08333333333333333,1,0,0.011449653505801627,0.004813581450825337,249216,0.05162560600001598
16,12,8,4,2045,10,0.16666666666666663,2.0,0.0,10.0,54.0,1.0,0.16666666666666666,2,0,0.0026597963339582975,0.0005517100322426076,232320,0.04862607100000105
16,12,8,4,2046,7,0.41666666666666663,7.0,0.0,5.0,54.0,1.0,0.5833333333333334,5,0,0.01256099660004939,0.01100663367460648,173184,0.037014639999995325
16,12,8,4,2047,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.011818466824262241,0.005485124355102526,194304,0.04047447200002807
16,12,8,4,2048,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.008871404089194623,0.004101049811053398,181632,0.03706997299997283
16,12,8,4,2049,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.058524279999971895
16,12,8,4,2050,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.0481348249999769
16,12,8,4,2051,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.006214488706322907,0.005063970928396186,215424,0.04446189600002981
16,12,8,4,2052,8,0.33333333333333337,5.0,0.0,7.0,54.0,1.0,0.4166666666666667,4,0,0.01138628525912977,0.0037329904913981026,168960,0.03563052300000891
16,12,8,4,2053,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.04743678599999157
16,12,8,4,2054,11,0.08333333333333337,1.0,0.0,11.0,54.0,1.0,0.08333333333333333,1,0,0.0027721377695917315,0.0005483190772405213,257664,0.05336453199998914
16,12,8,4,2055,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.007516035643436503,0.003673522959550852,194304,0.04019399999998541
16,12,8,4,2056,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.005504553630583109,0.008253578763489939,177408,0.037566468000022724
16,12,8,4,2057,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.009127538456747075,0.009036900002574191,177408,0.03115480999997544
16,12,8,4,2058,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.00636499750196684,0.003825202477140527,215424,0.04802392900000996
16,12,8,4,2059,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.051400424999997085
16,12,8,4,2060,8,0.33333333333333337,5.0,0.0,7.0,54.0,1.0,0.4166666666666667,4,0,0.004199893812808719,0.005961797179945224,177408,0.037248444999988806
16,12,8,4,2061,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.002275523382339939,0.0041541265793893995,160512,0.032806294000010894
16,12,8,4,2062,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.0025634361110006276,0.0022680463831567833,206976,0.04185922099998152
16,12,8,4,2063,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.004854633950977849,0.003910363610689924,223872,0.04651513999999679
16,12,8,4,2064,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.057884608999984266
16,12,8,4,2065,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.0024451793616124817,0.0026735292214115974,206976,0.04201102299998638
16,12,8,4,2066,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.00638337596441807,0.008053896579164567,160512,0.032805031999998846
16,12,8,4,2067,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.0008367612864250695,0.005144941330568133,223872,0.04646933399999398
16,12,8,4,2068,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.005541822536142438,0.005054798845875866,185856,0.0379716719999692
16,12,8,4,2069,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.006473660998172148,0.004321067984744102,177408,0.03700600399997711
16,12,8,4,2070,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.007666318316831955,0.0015504299197960628,206976,0.042201739000006455
16,12,8,4,2071,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.04824976899999456
16,12,8,4,2072,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.0014187205609703657,0.004175977739543446,206976,0.04173787400003448
16,12,8,4,2073,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.0025191367038005508,0.007122331429214095,177408,0.037057549999985895
16,12,8,4,2074,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.006004305232727214,0.004884314214532115,181632,0.03751350900000716
16,12,8,4,2075,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.004727932727155659,0.005325623373717754,223872,0.046919874000025175
16,12,8,4,2076,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.05731895500002793
16,12,8,4,2077,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.007531318705742196,0.0050140642405646085,194304,0.0404470609999521
16,12,8,4,2078,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.00736373347362429,0.0014137436946239053,223872,0.04624402399997507
16,12,8,4,2079,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.006138190129283516,0.004207330918225485,215424,0.04412581000002547
16,12,8,4,2080,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.005070928084578097,0.0015737081392576385,223872,0.04659810399999742
16,12,8,4,2081,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.05734211899999764
16,12,8,4,2082,6,0.5,9.0,0.0,3.0,54.0,1.0,0.75,6,0,0.008545944123885207,0.00819563180773817,139392,0.03009336299999177
16,12,8,4,2083,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.0035128247370305177,0.001760855031078059,160512,0.03331494100001464
16,12,8,4,2084,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.0021336455657536835,0.003974448112580111,223872,0.03883593099999416
16,12,8,4,2085,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.0028443669800277682,0.005660063773645542,160512,0.028816896000023462
16,12,8,4,2086,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.003117797207508377,0.002455504339746739,206976,0.042207157999996525
16,12,8,4,2087,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.005912423401758682,0.0016606949294026255,223872,0.038502791000041725
16,12,8,4,2088,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.0036530795432234697,0.009350841609948507,177408,0.03759265699994785
16,12,8,4,2089,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.012646323782586233,0.005735616004209582,168960,0.035182419000022946
16,12,8,4,2090,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.05717022899995072
16,12,8,4,2091,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.0037583413708424107,0.001469707545988309,206976,0.04250824900003636
16,12,8,4,2092,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.0015798254529935107,0.004091102254321825,168960,0.03520055199999206
16,12,8,4,2093,9,0.25,4.0,0.0,8.0,54.0,1.0,0.3333333333333333,3,0,0.006610659762762761,0.005415380769179363,211200,0.044612686999983
16,12,8,4,2094,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.04908258000000387
16,12,8,4,2095,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.003839162182677436,0.006520498555559297,206976,0.041786916000035035
16,12,8,4,2096,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.04899566899996444
16,12,8,4,2097,8,0.33333333333333337,6.0,0.0,6.0,54.0,1.0,0.5,4,0,0.0040715061468843405,0.0036460656155241507,177408,0.03201027199997952
16,12,8,4,2098,12,0.0,0.0,0.0,12.0,54.0,1.0,0.0,0,0,0.0,0.0,278784,0.057268270999998094
16,12,8,4,2099,10,0.16666666666666663,3.0,0.0,9.0,54.0,1.0,0.25,2,0,0.004414515742000802,0.003233361345401732,206976,0.04191959299998871
12,16,8,4,2000,15,0.0625,1.0,0.0,23.0,96.0,1.0,0.041666666666666664,1,0,0.00042650826644663464,0.0002593301236085712,345312,0.09368599999999105
12,16,8,4,2001,11,0.3125,9.0,0.0,15.0,96.0,1.0,0.375,5,0,0.005155225399804397,0.005216028832516172,212256,0.057193552999990516
12,16,8,4,2002,12,0.25,7.0,0.0,17.0,96.0,1.0,0.2916666666666667,4,0,0.005970482348199857,0.004981744815246045,250272,0.0671494900000198
12,16,8,4,2003,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.08586052999999083
12,16,8,4,2004,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.002437514545565622,0.004367515149829326,285120,0.07731969700000718
12,16,8,4,2005,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.009585154044202904,0.007380991084532026,275616,0.07483039099997768
12,16,8,4,2006,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.07590677499996445
12,16,8,4,2007,11,0.3125,9.0,0.0,15.0,96.0,1.0,0.375,5,0,0.008130413202409037,0.009849787813777842,228096,0.05393158900000117
12,16,8,4,2008,10,0.375,10.0,0.0,14.0,96.0,1.0,0.4166666666666667,6,0,0.005279892659319607,0.009913306679662014,205920,0.05654943299998649
12,16,8,4,2009,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.0898809839999899
12,16,8,4,2010,12,0.25,7.0,0.0,17.0,96.0,1.0,0.2916666666666667,4,0,0.0020637059213732822,0.004766395021584956,250272,0.06789375500000006
12,16,8,4,2011,15,0.0625,1.0,0.0,23.0,96.0,1.0,0.041666666666666664,1,0,0.004531711626263979,0.0020006113567553017,338976,0.07804972600001747
12,16,8,4,2012,11,0.3125,9.0,0.0,15.0,96.0,1.0,0.375,5,0,0.004681884074323461,0.004746416694574832,228096,0.05113746600000013
12,16,8,4,2013,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.00847478827585002,0.004945845206583158,285120,0.0764083799999753
12,16,8,4,2014,9,0.4375,13.0,0.0,11.0,96.0,1.0,0.5416666666666666,7,0,0.0064081720061561764,0.007708595881579365,174240,0.0478967520000424
12,16,8,4,2015,11,0.3125,9.0,0.0,15.0,96.0,1.0,0.375,5,0,0.010686299387337117,0.0043457653775030225,231264,0.0631894260000081
12,16,8,4,2016,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.10321317900002214
12,16,8,4,2017,14,0.125,3.0,0.0,21.0,96.0,1.0,0.125,2,0,0.0016010860259839665,0.006218908045093711,307296,0.08257452100002638
12,16,8,4,2018,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.10253661899997724
12,16,8,4,2019,12,0.25,6.0,0.0,18.0,96.0,1.0,0.25,4,0,0.016919583818257755,0.004430118024104412,247104,0.06645107900004632
12,16,8,4,2020,10,0.375,9.0,0.0,15.0,96.0,1.0,0.375,6,0,0.006694921605763238,0.004518463627175271,205920,0.0557564669999806
12,16,8,4,2021,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.0058021208081721065,0.004030904518637523,190080,0.05076552399998491
12,16,8,4,2022,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.008464497391686754,0.006847979211270753,190080,0.05065115100001094
12,16,8,4,2023,15,0.0625,1.0,0.0,23.0,96.0,1.0,0.041666666666666664,1,0,0.011281970120849083,0.021219437927202458,357984,0.09800990999997339
12,16,8,4,2024,15,0.0625,1.0,0.0,23.0,96.0,1.0,0.041666666666666664,1,0,0.007592113310854298,0.0021838462159580446,345312,0.09462991699996337
12,16,8,4,2025,14,0.125,3.0,0.0,21.0,96.0,1.0,0.125,2,0,0.00420698574230749,0.001052174599513858,307296,0.08207731499999227
12,16,8,4,2026,13,0.1875,4.0,0.0,20.0,96.0,1.0,0.16666666666666666,3,0,0.002023254993984702,0.008929425764029811,281952,0.07666102000001729
12,16,8,4,2027,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.008573146316332325,0.009764300011835205,266112,0.07002632600000425
12,16,8,4,2028,7,0.5625,18.0,0.0,6.0,96.0,1.0,0.75,9,0,0.007406588605215481,0.0027045171883452175,152064,0.043302588000017295
12,16,8,4,2029,12,0.25,7.0,0.0,17.0,96.0,1.0,0.2916666666666667,4,0,0.004046644990844284,0.007656541177351837,243936,0.0650741360000211
12,16,8,4,2030,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.0068511057970073175,0.004654353353696793,285120,0.06371667799999159
12,16,8,4,2031,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.10314422099997955
12,16,8,4,2032,14,0.125,2.0,0.0,22.0,96.0,1.0,0.08333333333333333,2,0,0.027224093693748008,0.00623343107877981,316800,0.08526225599996451
12,16,8,4,2033,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.007467831490203802,0.005565200504110355,266112,0.07088901299999861
12,16,8,4,2034,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.012755232770622071,0.004079931245781862,199584,0.05359594399999423
12,16,8,4,2035,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.005985738803937712,0.0039118858859837876,285120,0.07625691700002335
12,16,8,4,2036,9,0.4375,12.0,0.0,12.0,96.0,1.0,0.5,7,0,0.005260593485777343,0.006025095311772829,180576,0.04946554399998604
12,16,8,4,2037,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.009303840834448907,0.0076463582281777005,190080,0.04437440399999559
12,16,8,4,2038,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.10291862100001481
12,16,8,4,2039,12,0.25,6.0,0.0,18.0,96.0,1.0,0.25,4,0,0.01169936342436495,0.008214083785787038,253440,0.056362836000005245
12,16,8,4,2040,15,0.0625,1.0,0.0,23.0,96.0,1.0,0.041666666666666664,1,0,0.0037540641289908194,0.002241077342888621,357984,0.08167883299995538
12,16,8,4,2041,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.006897017576100839,0.011113409006735126,199584,0.04617084900002055
12,16,8,4,2042,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.103667143999985
12,16,8,4,2043,12,0.25,7.0,0.0,17.0,96.0,1.0,0.2916666666666667,4,0,0.005668465747963758,0.005442591889697608,240768,0.05407439499998645
12,16,8,4,2044,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.011651263942558776,0.004569242055775531,275616,0.06093609099997366
12,16,8,4,2045,13,0.1875,4.0,0.0,20.0,96.0,1.0,0.16666666666666666,3,0,0.0052670159300897135,0.006319664265404128,285120,0.07694101100003081
12,16,8,4,2046,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.002995644938572073,0.0048609198823540214,275616,0.07408516399999598
12,16,8,4,2047,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.011786697594357465,0.005466112224031895,275616,0.07405728200001249
12,16,8,4,2048,11,0.3125,9.0,0.0,15.0,96.0,1.0,0.375,5,0,0.005988868543359338,0.0045412066921772425,212256,0.056476959000008264
12,16,8,4,2049,12,0.25,7.0,0.0,17.0,96.0,1.0,0.2916666666666667,4,0,0.008968701688514935,0.006844748999339724,259776,0.07030972399996926
12,16,8,4,2050,11,0.3125,9.0,0.0,15.0,96.0,1.0,0.375,5,0,0.01008033048579915,0.011351406162887111,215424,0.05696461600001612
12,16,8,4,2051,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.004833214266827923,0.0038544991119347743,285120,0.07764124499999525
12,16,8,4,2052,12,0.25,4.0,0.0,20.0,96.0,1.0,0.16666666666666666,4,0,0.01421038753320314,0.0045446369508259305,291456,0.08061193600002525
12,16,8,4,2053,11,0.3125,9.0,0.0,15.0,96.0,1.0,0.375,5,0,0.004111805260825552,0.012101978347854694,224928,0.06138847399995484
12,16,8,4,2054,9,0.4375,13.0,0.0,11.0,96.0,1.0,0.5416666666666666,7,0,0.0049414964351015556,0.008125596493094042,186912,0.052224189000014576
12,16,8,4,2055,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.08533139399997935
12,16,8,4,2056,14,0.125,3.0,0.0,21.0,96.0,1.0,0.125,2,0,0.0010967934624441789,0.0027889201466061897,307296,0.08521192099999553
12,16,8,4,2057,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.008132944097653638,0.004850293225634367,209088,0.056580580999991525
12,16,8,4,2058,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.014044713758807559,0.006288979881259673,199584,0.05426917699998057
12,16,8,4,2059,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.013266825772168644,0.0016754719526604475,285120,0.07685896800001046
12,16,8,4,2060,13,0.1875,3.0,0.0,21.0,96.0,1.0,0.125,3,0,0.013582425854730462,0.009387495358878452,300960,0.08274369600002274
12,16,8,4,2061,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.005413339260946115,0.0081971763732778,190080,0.05130226299996821
12,16,8,4,2062,11,0.3125,9.0,0.0,15.0,96.0,1.0,0.375,5,0,0.007810211985125326,0.009024690120063222,224928,0.06128342700003486
12,16,8,4,2063,8,0.5,15.0,0.0,9.0,96.0,1.0,0.625,8,0,0.009807260316327282,0.006277916690610608,161568,0.044956726999998864
12,16,8,4,2064,9,0.4375,13.0,0.0,11.0,96.0,1.0,0.5416666666666666,7,0,0.006155471208104002,0.00395633052708489,196416,0.05443223999998281
12,16,8,4,2065,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.0038586514061281774,0.002870637908884156,266112,0.07127684499999987
